midi_file,path,composer,piano_roll_file
Bwv1058 Harpsichord Concerto n7 3mov.mid,./data/Bach/Harpsichord Concertos,Bach,Bwv1058 Harpsichord Concerto n7 3mov.npy
Bwv1066 Orchestral Suite n1 6mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 6mov.npy
Bwv1069 Orchestral Suite n4 4mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1069 Orchestral Suite n4 4mov.npy
Bwv1068 Orchestral Suite n3 5mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1068 Orchestral Suite n3 5mov.npy
Bwv1067 Orchestral Suite n2 2mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 2mov.npy
Bwv1066 Orchestral Suite n1 4mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 4mov.npy
Bwv1068 Orchestral Suite n3 3mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1068 Orchestral Suite n3 3mov.npy
Bwv1069 Orchestral Suite n4 2mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1069 Orchestral Suite n4 2mov.npy
Bwv1067 Orchestral Suite n2 6mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 6mov.npy
Bwv1067 Orchestral Suite n2 4mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 4mov.npy
Bwv1066 Orchestral Suite n1 2mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 2mov.npy
Bwv1068 Orchestral Suite n3 1mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1068 Orchestral Suite n3 1mov.npy
Bwv1068 Orchestral Suite n3 4mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1068 Orchestral Suite n3 4mov.npy
Bwv1069 Orchestral Suite n4 5mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1069 Orchestral Suite n4 5mov.npy
Bwv1066 Orchestral Suite n1 7mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 7mov.npy
Bwv1067 Orchestral Suite n2 1mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 1mov.npy
Bwv1067 Orchestral Suite n2 3mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 3mov.npy
Bwv1066 Orchestral Suite n1 5mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 5mov.npy
Bwv1066 Orchestral Suite n1 1mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 1mov.npy
Bwv1067 Orchestral Suite n2 7mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 7mov.npy
Bwv1069 Orchestral Suite n4 3mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1069 Orchestral Suite n4 3mov.npy
Bwv1068 Orchestral Suite n3 2mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1068 Orchestral Suite n3 2mov.npy
Bwv1067 Orchestral Suite n2 5mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1067 Orchestral Suite n2 5mov.npy
Bwv1066 Orchestral Suite n1 3mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1066 Orchestral Suite n1 3mov.npy
Bwv1069 Orchestral Suite n4 1mov.mid,./data/Bach/Bwv1066-1069 Orchestral Suites,Bach,Bwv1069 Orchestral Suite n4 1mov.npy
Bwv1068 Orchestral suite n3 Overture.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1068 Orchestral suite n3 Overture.npy
Bwv1066 Orchestral suite n1 Overture.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Overture.npy
Bwv1067 Orchestral suite n2 Badineri.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Badineri.npy
Bwv1067 Orchestral suite n2 Menuet.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Menuet.npy
Bwv1066 Orchestral suite n1 Forlane.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Forlane.npy
Bwv1067 Orchestral suite n2 Polonais.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Polonais.npy
Bwv1068 Orchestral suite n3 Gavotte.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1068 Orchestral suite n3 Gavotte.npy
Bwv1067 Orchestral suite n2 Bouree.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Bouree.npy
Bwv1066 Orchestral suite n1 Passpied.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Passpied.npy
Bwv1069 Orchestral suite n4 Bourree.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1069 Orchestral suite n4 Bourree.npy
Bwv1068 Orchestral suite n3 Gigue.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1068 Orchestral suite n3 Gigue.npy
Bwv1067 Orchestral suite n2 Rondeau.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Rondeau.npy
Bwv1069 Orchestral suite n4 Menuet.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1069 Orchestral suite n4 Menuet.npy
Bwv1067 Orchestral suite n2 Overture.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Overture.npy
Bwv1069 Orchestral suite n4 Gavotte.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1069 Orchestral suite n4 Gavotte.npy
Bwv1068 Orchestral suite n3 Bourree.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1068 Orchestral suite n3 Bourree.npy
Bwv1066 Orchestral suite n1 Menuet.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Menuet.npy
Bwv1069 Orchestral suite n4 Rejouissance.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1069 Orchestral suite n4 Rejouissance.npy
Bwv1067 Orchestral suite n2 Sarabande.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1067 Orchestral suite n2 Sarabande.npy
Bwv1069 Orchestral suite n4 Overture.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1069 Orchestral suite n4 Overture.npy
Bwv1066 Orchestral suite n1 Courante.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Courante.npy
Bwv1066 Orchestral suite n1 Gavotte.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Gavotte.npy
Bwv1066 Orchestral suite n1 Bouree.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1066 Orchestral suite n1 Bouree.npy
Bwv1068 Orchestral suite n3 Air.mid,./data/Bach/Bwv1066-1069 Orchestral Suites/Nueva carpeta,Bach,Bwv1068 Orchestral suite n3 Air.npy
2.Aus Liebe will mein Heiland sterban Soprano Aria.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,2.Aus Liebe will mein Heiland sterban Soprano Aria.npy
6.Herzliebster Jesu Chorus.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,6.Herzliebster Jesu Chorus.npy
"5.Erbarme dicht, mein Gott Alto Aria.mid",./data/Bach/Bwv244 St. Matthew Passion,Bach,"5.Erbarme dicht, mein Gott Alto Aria.npy"
"10.Wir setzen uns mit Tra""nen nieder Chorus.mid",./data/Bach/Bwv244 St. Matthew Passion,Bach,"10.Wir setzen uns mit Tra""nen nieder Chorus.npy"
9.O Haupt voll Blut und Wunden Chorus.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,9.O Haupt voll Blut und Wunden Chorus.npy
1.Bass Aria.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,1.Bass Aria.npy
8.Mache dich mein herz Bass Aria.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,8.Mache dich mein herz Bass Aria.npy
4.Blute nur du liebes Herz Soprano Aria.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,4.Blute nur du liebes Herz Soprano Aria.npy
"7.Ko""nnen Tra""nen meiner Wangen nichts erlangen Alto Aria.mid",./data/Bach/Bwv244 St. Matthew Passion,Bach,"7.Ko""nnen Tra""nen meiner Wangen nichts erlangen Alto Aria.npy"
3.Gebt mir meinen Jesum weider Bass Aria.mid,./data/Bach/Bwv244 St. Matthew Passion,Bach,3.Gebt mir meinen Jesum weider Bass Aria.npy
Hess063 keyb Kaplied.mid,./data/Beethoven/,Beethoven,Hess063 keyb Kaplied.npy
op077 Fantaisie.mid,./data/Beethoven/,Beethoven,op077 Fantaisie.npy
Violin Concerto op61 2-3movs.mid,./data/Beethoven/,Beethoven,Violin Concerto op61 2-3movs.npy
Lieder op48 n6 ''Busslied''.mid,./data/Beethoven/,Beethoven,Lieder op48 n6 ''Busslied''.npy
Piano Sonata No2 Assai vivace.mid,./data/Beethoven/,Beethoven,Piano Sonata No2 Assai vivace.npy
String Quartet n2 op18 n2 3mov.mid,./data/Beethoven/,Beethoven,String Quartet n2 op18 n2 3mov.npy
Bagatella Fur Elise.mid,./data/Beethoven/,Beethoven,Bagatella Fur Elise.npy
Sonatina op33 4mov.mid,./data/Beethoven/,Beethoven,Sonatina op33 4mov.npy
Overture ''Inauguration of the House'' op214.mid,./data/Beethoven/,Beethoven,Overture ''Inauguration of the House'' op214.npy
WoO060 Mouvement Pour Piano.mid,./data/Beethoven/,Beethoven,WoO060 Mouvement Pour Piano.npy
32 Variations on a theme.mid,./data/Beethoven/,Beethoven,32 Variations on a theme.npy
Piano Concerto n2 op19 3mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n2 op19 3mov.npy
Piano Concerto n3 op37 2mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n3 op37 2mov.npy
"Rondo Opus.51, No.2.mid",./data/Beethoven/,Beethoven,"Rondo Opus.51, No.2.npy"
Piano Romance  No.50.mid,./data/Beethoven/,Beethoven,Piano Romance  No.50.npy
String Quartet n2 op18 n2 1mov.mid,./data/Beethoven/,Beethoven,String Quartet n2 op18 n2 1mov.npy
Anh08Nb1 Gavotte 4 hands.mid,./data/Beethoven/,Beethoven,Anh08Nb1 Gavotte 4 hands.npy
"Piano Sonata No.27,  3rd mov.mid",./data/Beethoven/,Beethoven,"Piano Sonata No.27,  3rd mov.npy"
op126 Six Bagatellas.mid,./data/Beethoven/,Beethoven,op126 Six Bagatellas.npy
Preludes 2 Through Major keys 39.mid,./data/Beethoven/,Beethoven,Preludes 2 Through Major keys 39.npy
"Sieben Bagatellen, in D Major, Opus.33, No.6.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, in D Major, Opus.33, No.6.npy"
Piano Concerto n2 op19 1mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n2 op19 1mov.npy
"Rondo Opus.51, No.1.mid",./data/Beethoven/,Beethoven,"Rondo Opus.51, No.1.npy"
Rondo in B flat.mid,./data/Beethoven/,Beethoven,Rondo in B flat.npy
Hess057 Bagatella.mid,./data/Beethoven/,Beethoven,Hess057 Bagatella.npy
WoO048 Rondo.mid,./data/Beethoven/,Beethoven,WoO048 Rondo.npy
Sonata Opus.81a -Les Adieux- E flat No.1.mid,./data/Beethoven/,Beethoven,Sonata Opus.81a -Les Adieux- E flat No.1.npy
String Quartet n1 op18 3mov.mid,./data/Beethoven/,Beethoven,String Quartet n1 op18 3mov.npy
Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.mid,./data/Beethoven/,Beethoven,Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.npy
Overture ''Corolian'' op62.mid,./data/Beethoven/,Beethoven,Overture ''Corolian'' op62.npy
Overture ''King Stephen''.mid,./data/Beethoven/,Beethoven,Overture ''King Stephen''.npy
WoO081 Allemande.mid,./data/Beethoven/,Beethoven,WoO081 Allemande.npy
Sketch for Piano Alla Marcia.mid,./data/Beethoven/,Beethoven,Sketch for Piano Alla Marcia.npy
Hess073 Bagatella.mid,./data/Beethoven/,Beethoven,Hess073 Bagatella.npy
Sonata No.14 Op 27 Moonlight Sonata.mid,./data/Beethoven/,Beethoven,Sonata No.14 Op 27 Moonlight Sonata.npy
Overture ''Fidelio'' op72b.mid,./data/Beethoven/,Beethoven,Overture ''Fidelio'' op72b.npy
Sonata Presto.mid,./data/Beethoven/,Beethoven,Sonata Presto.npy
Piano Sonatina No.2 Op 49.mid,./data/Beethoven/,Beethoven,Piano Sonatina No.2 Op 49.npy
"Sieben Bagatellen, in A Major, Opus.33, No.4.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, in A Major, Opus.33, No.4.npy"
Piano Sonatina in G Op79.mid,./data/Beethoven/,Beethoven,Piano Sonatina in G Op79.npy
Piano Concerto n5 op73 2-3mov ''Emperor''.mid,./data/Beethoven/,Beethoven,Piano Concerto n5 op73 2-3mov ''Emperor''.npy
Hess059 Exercizio Per Pianoforte.mid,./data/Beethoven/,Beethoven,Hess059 Exercizio Per Pianoforte.npy
Piano Concerto n4 op58 1mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n4 op58 1mov.npy
String Quartet n16 op135 1mov.mid,./data/Beethoven/,Beethoven,String Quartet n16 op135 1mov.npy
HessA21 Bagatella.mid,./data/Beethoven/,Beethoven,HessA21 Bagatella.npy
Op33 No.4.mid,./data/Beethoven/,Beethoven,Op33 No.4.npy
WoO051 Sonatina 1-2 movs.mid,./data/Beethoven/,Beethoven,WoO051 Sonatina 1-2 movs.npy
Piano Concerto n1 op15 3mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n1 op15 3mov.npy
Piano Concerto n5 op73 1mov ''Emperor''.mid,./data/Beethoven/,Beethoven,Piano Concerto n5 op73 1mov ''Emperor''.npy
WoO061a Mouvement Pour Piano.mid,./data/Beethoven/,Beethoven,WoO061a Mouvement Pour Piano.npy
"Sonata, Opus.111 C minor No.2.mid",./data/Beethoven/,Beethoven,"Sonata, Opus.111 C minor No.2.npy"
Minuetto.mid,./data/Beethoven/,Beethoven,Minuetto.npy
"Sieben Bagatellen, C Major, Opus.33, No.2.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, C Major, Opus.33, No.2.npy"
Piano Concerto n1 op15 1mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n1 op15 1mov.npy
"Piano Concerto No5,Mov.3.mid",./data/Beethoven/,Beethoven,"Piano Concerto No5,Mov.3.npy"
String Quartet n16 op135 3mov.mid,./data/Beethoven/,Beethoven,String Quartet n16 op135 3mov.npy
Piano Concerto n4 op58 3mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n4 op58 3mov.npy
Overture ''Leonore'' n2 op72.mid,./data/Beethoven/,Beethoven,Overture ''Leonore'' n2 op72.npy
Overture ''Leonore'' n3 op72.mid,./data/Beethoven/,Beethoven,Overture ''Leonore'' n3 op72.npy
Sketch for Piano Presto.mid,./data/Beethoven/,Beethoven,Sketch for Piano Presto.npy
Hess074 Bagatella.mid,./data/Beethoven/,Beethoven,Hess074 Bagatella.npy
Piano Sonata No.27.mid,./data/Beethoven/,Beethoven,Piano Sonata No.27.npy
String Quartet n1 op18 1mov.mid,./data/Beethoven/,Beethoven,String Quartet n1 op18 1mov.npy
"Sonata, Opus.111 C minor No.1.mid",./data/Beethoven/,Beethoven,"Sonata, Opus.111 C minor No.1.npy"
"Piano Concerto No5,Mov.1.mid",./data/Beethoven/,Beethoven,"Piano Concerto No5,Mov.1.npy"
Violin Concerto op61 1mov.mid,./data/Beethoven/,Beethoven,Violin Concerto op61 1mov.npy
WoO061 Mouvement Pour Piano.mid,./data/Beethoven/,Beethoven,WoO061 Mouvement Pour Piano.npy
WoO049 Rondo.mid,./data/Beethoven/,Beethoven,WoO049 Rondo.npy
"Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid",./data/Beethoven/,Beethoven,"Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.npy"
String Quartet n1 op18 4mov.mid,./data/Beethoven/,Beethoven,String Quartet n1 op18 4mov.npy
Piano Concerto n2 op19 2mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n2 op19 2mov.npy
op089 Polonaise.mid,./data/Beethoven/,Beethoven,op089 Polonaise.npy
Bagatella op33 n1.mid,./data/Beethoven/,Beethoven,Bagatella op33 n1.npy
"Sieben Bagatellen, in C Major, Opus.33, No.5.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, in C Major, Opus.33, No.5.npy"
String Quartet n2 op18 n2 2mov.mid,./data/Beethoven/,Beethoven,String Quartet n2 op18 n2 2mov.npy
Sonatina n1 op05.mid,./data/Beethoven/,Beethoven,Sonatina n1 op05.npy
Piano Concerto n3 op37 1mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n3 op37 1mov.npy
Sechs Variationen.mid,./data/Beethoven/,Beethoven,Sechs Variationen.npy
Bagatella op33 n2.mid,./data/Beethoven/,Beethoven,Bagatella op33 n2.npy
Bagatella op33 n3.mid,./data/Beethoven/,Beethoven,Bagatella op33 n3.npy
Op.51.mid,./data/Beethoven/,Beethoven,Op.51.npy
WoO055 Prelude.mid,./data/Beethoven/,Beethoven,WoO055 Prelude.npy
Lieder op48 n2 ''Die Liebe Des Nachsten''.mid,./data/Beethoven/,Beethoven,Lieder op48 n2 ''Die Liebe Des Nachsten''.npy
Fur Elise.mid,./data/Beethoven/,Beethoven,Fur Elise.npy
Lieder op48 n3 ''Vom Tode''.mid,./data/Beethoven/,Beethoven,Lieder op48 n3 ''Vom Tode''.npy
Overture ''Leonore'' op138 n1.mid,./data/Beethoven/,Beethoven,Overture ''Leonore'' op138 n1.npy
Sonata Opus.81a -Les Adieux- E flat No.2 & 3.mid,./data/Beethoven/,Beethoven,Sonata Opus.81a -Les Adieux- E flat No.2 & 3.npy
WoO086 Scotish.mid,./data/Beethoven/,Beethoven,WoO086 Scotish.npy
Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.mid,./data/Beethoven/,Beethoven,Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.npy
Bagatella op33 n6.mid,./data/Beethoven/,Beethoven,Bagatella op33 n6.npy
String Quartet n16 op135 4mov.mid,./data/Beethoven/,Beethoven,String Quartet n16 op135 4mov.npy
op119 Douze Bagatellas.mid,./data/Beethoven/,Beethoven,op119 Douze Bagatellas.npy
Sonatina Fa maj woo.mid,./data/Beethoven/,Beethoven,Sonatina Fa maj woo.npy
Lieder op48 n1 ''Bitten''.mid,./data/Beethoven/,Beethoven,Lieder op48 n1 ''Bitten''.npy
WoO052 Bagatella.mid,./data/Beethoven/,Beethoven,WoO052 Bagatella.npy
Andante in F Major.mid,./data/Beethoven/,Beethoven,Andante in F Major.npy
Bagatella op33 n4.mid,./data/Beethoven/,Beethoven,Bagatella op33 n4.npy
Hess061 Anglaise.mid,./data/Beethoven/,Beethoven,Hess061 Anglaise.npy
Bagatella op33 n5.mid,./data/Beethoven/,Beethoven,Bagatella op33 n5.npy
Piano Concerto n3 op37 3mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n3 op37 3mov.npy
Rage over a lost pennny.mid,./data/Beethoven/,Beethoven,Rage over a lost pennny.npy
WoO056 Bagatella.mid,./data/Beethoven/,Beethoven,WoO056 Bagatella.npy
Sonatina In C.mid,./data/Beethoven/,Beethoven,Sonatina In C.npy
Sonata in Bflat Major Op.106.mid,./data/Beethoven/,Beethoven,Sonata in Bflat Major Op.106.npy
Overture ''Egmont''.mid,./data/Beethoven/,Beethoven,Overture ''Egmont''.npy
Opus045 Three Grandes Marches.mid,./data/Beethoven/,Beethoven,Opus045 Three Grandes Marches.npy
"Sieben Bagatellen, in F Major, Opus.33, No.3.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, in F Major, Opus.33, No.3.npy"
Seven Inversions of God Save the King.mid,./data/Beethoven/,Beethoven,Seven Inversions of God Save the King.npy
Anh06 Rondo.mid,./data/Beethoven/,Beethoven,Anh06 Rondo.npy
Lieder op46 ''Adelaide''.mid,./data/Beethoven/,Beethoven,Lieder op46 ''Adelaide''.npy
Piano Concerto n1 op15 2mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n1 op15 2mov.npy
"Sieben Bagatellen, in E flat Major, Opus.33, No.1.mid",./data/Beethoven/,Beethoven,"Sieben Bagatellen, in E flat Major, Opus.33, No.1.npy"
Overture ''Creatures Of Prometeus'' op43.mid,./data/Beethoven/,Beethoven,Overture ''Creatures Of Prometeus'' op43.npy
Sonata op78 1st mov.mid,./data/Beethoven/,Beethoven,Sonata op78 1st mov.npy
Sketch for Piano Allegro Giocoso.mid,./data/Beethoven/,Beethoven,Sketch for Piano Allegro Giocoso.npy
String Quartet n2 op18 n2 4mov.mid,./data/Beethoven/,Beethoven,String Quartet n2 op18 n2 4mov.npy
WoO082 Menuet.mid,./data/Beethoven/,Beethoven,WoO082 Menuet.npy
WoO054 Lustig Traurig.mid,./data/Beethoven/,Beethoven,WoO054 Lustig Traurig.npy
String Quartet n1 op18 2mov.mid,./data/Beethoven/,Beethoven,String Quartet n1 op18 2mov.npy
Sketch for Piano Allegretto.mid,./data/Beethoven/,Beethoven,Sketch for Piano Allegretto.npy
WoO010 Six Menuets for Orchestra.mid,./data/Beethoven/,Beethoven,WoO010 Six Menuets for Orchestra.npy
Lieder op99 ''Der Mann Von Wort''.mid,./data/Beethoven/,Beethoven,Lieder op99 ''Der Mann Von Wort''.npy
Anhang 14-3.mid,./data/Beethoven/,Beethoven,Anhang 14-3.npy
Sketch for Piano Allegro.mid,./data/Beethoven/,Beethoven,Sketch for Piano Allegro.npy
March No.3.mid,./data/Beethoven/,Beethoven,March No.3.npy
Romance piano.mid,./data/Beethoven/,Beethoven,Romance piano.npy
Sonata No.14 Op 27 Sonata Quasi Una Fantasia.mid,./data/Beethoven/,Beethoven,Sonata No.14 Op 27 Sonata Quasi Una Fantasia.npy
op051 3 Rondos.mid,./data/Beethoven/,Beethoven,op051 3 Rondos.npy
String Quartet n16 op135 2mov.mid,./data/Beethoven/,Beethoven,String Quartet n16 op135 2mov.npy
Lieder op48 n5 ''Gottes Macht Und Vorsehung''.mid,./data/Beethoven/,Beethoven,Lieder op48 n5 ''Gottes Macht Und Vorsehung''.npy
Piano Concerto n4 op58 2mov.mid,./data/Beethoven/,Beethoven,Piano Concerto n4 op58 2mov.npy
Sonatina WoO050.mid,./data/Beethoven/,Beethoven,Sonatina WoO050.npy
WoO083 Six Escotish Dances for Piano.mid,./data/Beethoven/,Beethoven,WoO083 Six Escotish Dances for Piano.npy
Symphony op93 n8 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op93 n8 1mov.npy
Symphony op68 n6 ''Pastorale''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op68 n6 ''Pastorale''.npy
Symphony op68 n6 1mov ''Pastorale''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op68 n6 1mov ''Pastorale''.npy
Symphony n4 2mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n4 2mov.npy
Symphony n7 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n7 1mov.npy
Symphony n7 3mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n7 3mov.npy
Symphony n1 3mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n1 3mov.npy
Symphony n4 4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n4 4mov.npy
Symphony op93 n8 3mov .mid,./data/Beethoven/Symphonies,Beethoven,Symphony op93 n8 3mov .npy
Symphony n2 op36 3mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n2 op36 3mov.npy
Symphony n2 op36 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n2 op36 1mov.npy
Symphony op93 n8 2mov .mid,./data/Beethoven/Symphonies,Beethoven,Symphony op93 n8 2mov .npy
Symphony n1 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n1 1mov.npy
Symphony n1 4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n1 4mov.npy
Symphony op125 n9 3mov ''Choral''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op125 n9 3mov ''Choral''.npy
Symphony n4 3mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n4 3mov.npy
Symphony n3 3mov ''Eroica''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n3 3mov ''Eroica''.npy
Symphony n2 op36 4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n2 op36 4mov.npy
Symphony n4 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n4 1mov.npy
Symphony op68 n6 3mov ''Pastorale''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op68 n6 3mov ''Pastorale''.npy
Symphony op125 n9 2mov ''Choral''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op125 n9 2mov ''Choral''.npy
Symphony n5 op67 1mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n5 op67 1mov.npy
Symphony n7 2mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n7 2mov.npy
Symphony n3 2mov ''Eroica''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n3 2mov ''Eroica''.npy
Symphony n2 op36 2mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n2 op36 2mov.npy
Symphony op125 n9 1mov ''Choral''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op125 n9 1mov ''Choral''.npy
Symphony n3 4mov ''Eroica''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n3 4mov ''Eroica''.npy
Symphony op125 n9 4mov ''Choral''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op125 n9 4mov ''Choral''.npy
Symphony n3 1mov ''Eroica''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n3 1mov ''Eroica''.npy
Symphony n1 2mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n1 2mov.npy
Symphony n7 4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n7 4mov.npy
Symphony op68 n6 2mov ''Pastorale''.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op68 n6 2mov ''Pastorale''.npy
Symphony op93 n8 4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony op93 n8 4mov.npy
Symphony n5 op67 3-4mov.mid,./data/Beethoven/Symphonies,Beethoven,Symphony n5 op67 3-4mov.npy
